"Imagename","Anomaly Score"
"Image1664","0"
"Image1665","0"
"Image1666","0"
"Image1667","0"
"Image1668","0"
"Image1669","0"
"Image1670","0"
"Image1671","0"
"Image1672","0"
"Image1673","0"
"Image1674","1"
"Image1675","0"
"Image1676","0"
"Image1677","1"
"Image1678","0"
"Image1679","0"
"Image1680","0"
"Image1681","0"
"Image1682","0"
"Image1683","0"
"Image1684","1"
"Image1685","0"
"Image1686","1"
"Image1687","0"
"Image1688","1"
"Image1689","0"
"Image1690","0"
"Image1691","0"
"Image1692","0"
"Image1693","0"
"Image1694","0"
"Image1695","0"
"Image1696","0"
"Image1697","0"
"Image1698","0"
"Image1699","0"
"Image1700","0"
"Image1701","0"
"Image1702","0"
"Image1703","1"
"Image1704","0"
"Image1705","0"
"Image1706","0"
"Image1707","0"
"Image1708","0"
"Image1709","0"
"Image1710","0"
"Image1711","1"
"Image1712","0"
"Image1713","0"
"Image1714","1"
"Image1715","0"
"Image1716","0"
"Image1717","0"
"Image1718","0"
"Image1719","0"
"Image1720","0"
"Image1721","0"
"Image1722","1"
"Image1723","0"
"Image1724","0"
"Image1725","0"
"Image1726","0"
"Image1727","0"
"Image1728","0"
"Image1729","1"
"Image1730","0"
"Image1731","0"
"Image1732","0"
"Image1733","0"
"Image1734","0"
"Image1735","0"
"Image1736","1"
"Image1737","1"
"Image1738","0"
"Image1739","0"
"Image1740","1"
"Image1741","0"
"Image1742","1"
"Image1743","0"
"Image1744","0"
"Image1745","0"
"Image1746","1"
"Image1747","0"
"Image1748","0"
"Image1749","0"
"Image1750","0"
"Image1751","0"
"Image1752","0"
"Image1753","1"
"Image1754","0"
"Image1755","0"
"Image1756","0"
"Image1757","1"
"Image1758","0"
"Image1759","0"
"Image1760","1"
"Image1761","0"
"Image1762","1"
"Image1763","0"
"Image1764","0"
"Image1765","0"
"Image1766","0"
"Image1767","0"
"Image1768","1"
"Image1769","0"
"Image1770","0"
"Image1771","0"
"Image1772","0"
"Image1773","0"
"Image1774","0"
"Image1775","0"
"Image1776","1"
"Image1777","0"
"Image1778","0"
"Image1779","0"
"Image1780","0"
"Image1781","1"
"Image1782","1"
"Image1783","0"
"Image1784","1"
"Image1785","0"
"Image1786","0"
"Image1787","0"
"Image1788","0"
"Image1789","1"
"Image1790","0"
"Image1791","1"
"Image1792","1"
"Image1793","0"
"Image1794","0"
"Image1795","1"
"Image1796","0"
"Image1797","0"
"Image1798","1"
"Image1799","0"
"Image1800","0"
"Image1801","1"
"Image1802","1"
"Image1803","1"
"Image1804","0"
"Image1805","1"
"Image1806","0"
"Image1807","0"
"Image1808","0"
"Image1809","0"
"Image1810","0"
"Image1811","1"
"Image1812","0"
"Image1813","0"
"Image1814","0"
"Image1815","1"
"Image1816","1"
"Image1817","1"
"Image1818","1"
"Image1819","0"
"Image1820","0"
"Image1821","1"
"Image1822","0"
"Image1823","0"
"Image1824","0"
"Image1825","0"
"Image1826","0"
"Image1827","0"
"Image1828","0"
"Image1829","0"
"Image1830","1"
"Image1831","0"
"Image1832","0"
"Image1833","0"
"Image1834","0"
"Image1835","0"
"Image1836","0"
"Image1837","0"
"Image1838","0"
"Image1839","1"
"Image1840","0"
"Image1841","1"
"Image1842","0"
"Image1843","1"
"Image1844","1"
"Image1845","0"
"Image1846","0"
"Image1847","0"
"Image1848","0"
"Image1849","0"
"Image1850","0"
"Image1851","1"
"Image1852","0"
"Image1853","0"
"Image1854","0"
"Image1855","0"
"Image1856","0"
"Image1857","0"
"Image1858","1"
"Image1859","0"
"Image1860","0"
"Image1861","0"
"Image1862","0"
"Image1863","0"
"Image1864","0"
"Image1865","0"
"Image1866","0"
"Image1867","0"
"Image1868","0"
"Image1869","1"
"Image1870","1"
"Image1871","0"
"Image1872","0"
"Image1873","0"
"Image1874","0"
"Image1875","0"
"Image1876","1"
"Image1877","0"
"Image1878","0"
"Image1879","0"
"Image1880","0"
"Image1881","0"
"Image1882","0"
"Image1883","1"
"Image1884","0"
"Image1885","0"
"Image1886","0"
"Image1887","0"
"Image1888","0"
"Image1889","1"
"Image1890","0"
"Image1891","0"
"Image1892","0"
"Image1893","0"
"Image1894","1"
"Image1895","0"
"Image1896","0"
"Image1897","0"
"Image1898","0"
"Image1899","0"
"Image1900","0"
"Image1901","0"
"Image1902","1"
"Image1903","1"
"Image1904","0"
"Image1905","0"
"Image1906","0"
"Image1907","0"
"Image1908","1"
"Image1909","0"
"Image1910","0"
"Image1911","0"
"Image1912","0"
"Image1913","0"
"Image1914","0"
"Image1915","0"
"Image1916","0"
"Image1917","1"
"Image1918","0"
"Image1919","1"
"Image1920","0"
"Image1921","0"
"Image1922","0"
"Image1923","1"
"Image1924","0"
"Image1925","0"
"Image1926","0"
"Image1927","0"
"Image1928","1"
"Image1929","0"
"Image1930","1"
"Image1931","0"
"Image1932","0"
"Image1933","0"
"Image1934","0"
"Image1935","0"
"Image1936","0"
"Image1937","0"
"Image1938","0"
"Image1939","0"
"Image1940","1"
"Image1941","0"
"Image1942","0"
"Image1943","0"
"Image1944","0"
"Image1945","0"
"Image1946","0"
"Image1947","0"
"Image1948","0"
"Image1949","0"
"Image1950","0"
"Image1951","0"
"Image1952","1"
"Image1953","0"
"Image1954","0"
"Image1955","0"
"Image1956","0"
"Image1957","0"
"Image1958","0"
"Image1959","0"
"Image1960","1"
"Image1961","0"
"Image1962","1"
"Image1963","0"
"Image1964","0"
"Image1965","0"
"Image1966","1"
"Image1967","0"
"Image1968","0"
"Image1969","0"
"Image1970","0"
"Image1971","0"
"Image1972","0"
"Image1973","0"
"Image1974","0"
"Image1975","0"
"Image1976","0"
"Image1977","0"
"Image1978","0"
"Image1979","1"
"Image1980","1"
"Image1981","0"
"Image1982","0"
"Image1983","0"
"Image1984","0"
"Image1985","0"
"Image1986","0"
"Image1987","0"
"Image1988","0"
"Image1989","0"
"Image1990","1"
"Image1991","0"
"Image1992","1"
"Image1993","0"
"Image1994","0"
"Image1995","1"
"Image1996","0"
"Image1997","0"
"Image1998","0"
"Image1999","0"
"Image2000","1"
"Image2001","0"
"Image2002","0"
"Image2003","1"
"Image2004","0"
"Image2005","0"
"Image2006","0"
"Image2007","0"
"Image2008","0"
"Image2009","1"
"Image2010","0"
"Image2011","0"
"Image2012","0"
"Image2013","0"
"Image2014","1"
"Image2015","0"
"Image2016","0"
"Image2017","1"
"Image2018","0"
"Image2019","0"
"Image2020","0"
"Image2021","1"
"Image2022","0"
"Image2023","0"
"Image2024","1"
"Image2025","1"
"Image2026","0"
"Image2027","1"
"Image2028","0"
"Image2029","0"
"Image2030","0"
"Image2031","0"
"Image2032","0"
"Image2033","0"
"Image2034","0"
"Image2035","0"
"Image2036","0"
"Image2037","0"
"Image2038","0"
"Image2039","1"
"Image2040","0"
"Image2041","0"
"Image2042","0"
"Image2043","0"
"Image2044","0"
"Image2045","0"
"Image2046","0"
"Image2047","0"
"Image2048","0"
"Image2049","0"
"Image2050","0"
"Image2051","0"
"Image2052","0"
"Image2053","0"
"Image2054","0"
"Image2055","0"
"Image2056","1"
"Image2057","1"
"Image2058","0"
"Image2059","0"
"Image2060","0"
"Image2061","0"
"Image2062","0"
"Image2063","0"
"Image2064","0"
"Image2065","0"
"Image2066","0"
"Image2067","0"
"Image2068","0"
"Image2069","0"
"Image2070","0"
"Image2071","0"
"Image2072","0"
"Image2073","0"
"Image2074","0"
"Image2075","0"
"Image2076","0"
"Image2077","0"
"Image2078","1"
"Image2079","1"
"Image2080","0"
"Image2081","0"
"Image2082","1"
"Image2083","0"
"Image2084","1"
"Image2085","0"
"Image2086","0"
"Image2087","0"
"Image2088","0"
"Image2089","0"
"Image2090","0"
"Image2091","0"
"Image2092","0"
"Image2093","0"
"Image2094","0"
"Image2095","1"
"Image2096","0"
"Image2097","0"
"Image2098","0"
"Image2099","0"
"Image2100","0"
"Image2101","0"
"Image2102","0"
"Image2103","0"
"Image2104","0"
"Image2105","0"
"Image2106","0"
"Image2107","0"
"Image2108","0"
"Image2109","0"
"Image2110","0"
"Image2111","0"
"Image2112","0"
"Image2113","0"
"Image2114","0"
"Image2115","1"
"Image2116","0"
"Image2117","0"
"Image2118","0"
"Image2119","0"
"Image2120","0"
"Image2121","1"
"Image2122","0"
"Image2123","0"
"Image2124","0"
"Image2125","0"
"Image2126","1"
"Image2127","0"
"Image2128","0"
"Image2129","0"
"Image2130","0"
"Image2131","0"
"Image2132","0"
"Image2133","0"
"Image2134","1"
"Image2135","0"
"Image2136","0"
"Image2137","0"
"Image2138","0"
"Image2139","0"
"Image2140","0"
"Image2141","0"
"Image2142","0"
"Image2143","0"
"Image2144","0"
"Image2145","0"
"Image2146","0"
"Image2147","0"
"Image2148","1"
"Image2149","0"
"Image2150","0"
"Image2151","0"
"Image2152","1"
"Image2153","1"
"Image2154","0"
"Image2155","0"
"Image2156","0"
"Image2157","0"
"Image2158","0"
"Image2159","1"
"Image2160","0"
"Image2161","0"
"Image2162","0"
"Image2163","0"
"Image2164","0"
"Image2165","0"
"Image2166","0"
"Image2167","0"
"Image2168","0"
"Image2169","0"
"Image2170","0"
"Image2171","1"
"Image2172","0"
"Image2173","0"
"Image2174","0"
"Image2175","0"
"Image2176","1"
"Image2177","0"
"Image2178","0"
"Image2179","0"
"Image2180","0"
"Image2181","0"
"Image2182","0"
"Image2183","0"
"Image2184","0"
"Image2185","0"
"Image2186","0"
"Image2187","1"
"Image2188","0"
"Image2189","0"
"Image2190","1"
"Image2191","1"
"Image2192","0"
"Image2193","0"
"Image2194","0"
"Image2195","0"
"Image2196","0"
"Image2197","0"
"Image2198","0"
"Image2199","0"
"Image2200","1"
"Image2201","0"
"Image2202","0"
"Image2203","0"
"Image2204","0"
"Image2205","1"
"Image2206","0"
"Image2207","1"
"Image2208","1"
"Image2209","0"
"Image2210","1"
"Image2211","0"
"Image2212","0"
"Image2213","0"
"Image2214","0"
"Image2215","1"
"Image2216","1"
"Image2217","0"
"Image2218","0"
"Image2219","0"
"Image2220","0"
"Image2221","0"
"Image2222","0"
"Image2223","0"
"Image2224","1"
"Image2225","0"
"Image2226","0"
"Image2227","0"
"Image2228","1"
"Image2229","1"
"Image2230","0"
"Image2231","1"
"Image2232","0"
"Image2233","1"
"Image2234","0"
"Image2235","1"
"Image2236","0"
"Image2237","1"
"Image2238","0"
"Image2239","0"
"Image2240","0"
"Image2241","0"
"Image2242","0"
"Image2243","0"
"Image2244","1"
"Image2245","0"
"Image2246","0"
"Image2247","0"
"Image2248","1"
"Image2249","0"
"Image2250","0"
"Image2251","0"
"Image2252","0"
"Image2253","0"
"Image2254","0"
"Image2255","0"
"Image2256","0"
"Image2257","0"
"Image2258","0"
"Image2259","0"
"Image2260","0"
"Image2261","0"
"Image2262","0"
"Image2263","1"
"Image2264","0"
"Image2265","0"
"Image2266","1"
"Image2267","0"
"Image2268","0"
"Image2269","0"
"Image2270","0"
"Image2271","0"
"Image2272","0"
"Image2273","0"
"Image2274","0"
"Image2275","0"
"Image2276","0"
"Image2277","0"
"Image2278","1"
"Image2279","0"
"Image2280","0"
"Image2281","1"
"Image2282","0"
"Image2283","0"
"Image2284","0"
"Image2285","0"
"Image2286","0"
"Image2287","0"
"Image2288","1"
"Image2289","0"
"Image2290","0"
"Image2291","0"
"Image2292","0"
"Image2293","0"
"Image2294","0"
"Image2295","0"
"Image2296","0"
"Image2297","0"
"Image2298","1"
"Image2299","0"
"Image2300","0"
"Image2301","0"
"Image2302","0"
"Image2303","0"
"Image2304","0"
"Image2305","1"
"Image2306","0"
"Image2307","0"
"Image2308","0"
"Image2309","0"
"Image2310","0"
"Image2311","0"
"Image2312","0"
"Image2313","0"
"Image2314","0"
"Image2315","1"
"Image2316","0"
"Image2317","1"
"Image2318","0"
"Image2319","0"
"Image2320","0"
"Image2321","0"
"Image2322","0"
"Image2323","0"
"Image2324","0"
"Image2325","0"
"Image2326","1"
"Image2327","0"
"Image2328","0"
"Image2329","0"
"Image2330","0"
"Image2331","0"
"Image2332","0"
"Image2333","0"
"Image2334","0"
"Image2335","0"
"Image2336","0"
"Image2337","0"
"Image2338","0"
"Image2339","1"
"Image2340","0"
"Image2341","0"
"Image2342","0"
"Image2343","0"
"Image2344","0"
"Image2345","1"
"Image2346","0"
"Image2347","1"
"Image2348","0"
"Image2349","0"
"Image2350","0"
"Image2351","0"
"Image2352","0"
"Image2353","0"
"Image2354","0"
"Image2355","0"
"Image2356","0"
"Image2357","1"
"Image2358","0"
"Image2359","0"
"Image2360","0"
"Image2361","0"
"Image2362","0"
"Image2363","0"
"Image2364","0"
"Image2365","0"
"Image2366","0"
"Image2367","0"
"Image2368","0"
"Image2369","0"
"Image2370","1"
"Image2371","0"
"Image2372","0"
"Image2373","1"
"Image2374","0"
"Image2375","0"
"Image2376","0"
"Image2377","0"
"Image2378","0"
"Image2379","0"
"Image2380","0"
"Image2381","0"
"Image2382","0"
"Image2383","0"
"Image2384","0"
"Image2385","0"
"Image2386","0"
"Image2387","0"
"Image2388","1"
"Image2389","0"
"Image2390","0"
"Image2391","1"
"Image2392","0"
"Image2393","0"
"Image2394","0"
"Image2395","0"
"Image2396","0"
"Image2397","0"
"Image2398","1"
"Image2399","0"
"Image2400","0"
"Image2401","0"
"Image2402","0"
"Image2403","0"
"Image2404","0"
"Image2405","0"
"Image2406","0"
"Image2407","0"
"Image2408","0"
"Image2409","0"
"Image2410","0"
"Image2411","0"
"Image2412","0"
"Image2413","0"
"Image2414","0"
"Image2415","0"
"Image2416","0"
"Image2417","0"
"Image2418","1"
"Image2419","0"
"Image2420","0"
"Image2421","0"
"Image2422","0"
"Image2423","0"
"Image2424","1"
"Image2425","0"
"Image2426","0"
"Image2427","0"
"Image2428","0"
"Image2429","1"
"Image2430","0"
"Image2431","0"
"Image2432","0"
"Image2433","0"
"Image2434","0"
"Image2435","0"
"Image2436","0"
"Image2437","0"
"Image2438","0"
"Image2439","0"
"Image2440","0"
"Image2441","0"
"Image2442","0"
"Image2443","0"
"Image2444","0"
"Image2445","0"
"Image2446","0"
"Image2447","1"
"Image2448","0"
"Image2449","0"
"Image2450","0"
"Image2451","0"
"Image2452","0"
"Image2453","1"
"Image2454","0"
"Image2455","0"
"Image2456","0"
"Image2457","1"
"Image2458","0"
"Image2459","0"
"Image2460","0"
"Image2461","1"
"Image2462","0"
"Image2463","0"
"Image2464","0"
"Image2465","0"
"Image2466","0"
"Image2467","0"
"Image2468","0"
"Image2469","0"
"Image2470","0"
"Image2471","0"
"Image2472","0"
"Image2473","0"
"Image2474","0"
"Image2475","0"
"Image2476","0"
"Image2477","0"
"Image2478","1"
"Image2479","0"
"Image2480","0"
"Image2481","1"
"Image2482","0"
"Image2483","0"
"Image2484","0"
"Image2485","1"
"Image2486","0"
"Image2487","0"
"Image2488","0"
"Image2489","0"
"Image2490","0"
"Image2491","0"
"Image2492","0"
"Image2493","0"
"Image2494","0"
"Image2495","0"
"Image2496","0"
"Image2497","0"
"Image2498","0"
"Image2499","0"
"Image2500","0"
"Image2501","0"
"Image2502","0"
"Image2503","0"
"Image2504","0"
"Image2505","0"
"Image2506","0"
"Image2507","0"
"Image2508","1"
"Image2509","1"
"Image2510","0"
"Image2511","0"
"Image2512","0"
"Image2513","0"
"Image2514","0"
"Image2515","0"
"Image2516","0"
"Image2517","0"
"Image2518","0"
"Image2519","1"
"Image2520","0"
"Image2521","0"
"Image2522","0"
"Image2523","0"
"Image2524","0"
"Image2525","0"
"Image2526","0"
"Image2527","0"
"Image2528","0"
"Image2529","0"
"Image2530","0"
"Image2531","0"
"Image2532","1"
"Image2533","0"
"Image2534","0"
"Image2535","1"
"Image2536","0"
"Image2537","0"
"Image2538","0"
"Image2539","1"
"Image2540","0"
"Image2541","0"
"Image2542","0"
"Image2543","0"
"Image2544","0"
"Image2545","0"
"Image2546","1"
"Image2547","0"
"Image2548","0"
"Image2549","0"
"Image2550","1"
"Image2551","0"
"Image2552","0"
"Image2553","0"
"Image2554","0"
"Image2555","0"
"Image2556","0"
"Image2557","0"
"Image2558","0"
"Image2559","0"
"Image2560","0"
"Image2561","0"
"Image2562","0"
"Image2563","1"
"Image2564","1"
"Image2565","0"
"Image2566","1"
"Image2567","0"
"Image2568","1"
"Image2569","0"
"Image2570","0"
"Image2571","0"
"Image2572","0"
"Image2573","0"
"Image2574","0"
"Image2575","0"
"Image2576","1"
"Image2577","0"
"Image2578","0"
"Image2579","0"
"Image2580","0"
"Image2581","0"
"Image2582","0"
"Image2583","0"
"Image2584","1"
"Image2585","0"
"Image2586","0"
"Image2587","0"
"Image2588","0"
"Image2589","0"
"Image2590","1"
"Image2591","0"
"Image2592","0"
"Image2593","0"
"Image2594","1"
"Image2595","0"
"Image2596","0"
"Image2597","0"
"Image2598","0"
"Image2599","0"
"Image2600","0"
"Image2601","0"
"Image2602","0"
"Image2603","1"
"Image2604","0"
"Image2605","0"
"Image2606","0"
"Image2607","0"
"Image2608","0"
"Image2609","1"
"Image2610","0"
"Image2611","1"
"Image2612","0"
"Image2613","0"
"Image2614","0"
"Image2615","0"
"Image2616","0"
"Image2617","0"
"Image2618","0"
"Image2619","0"
"Image2620","0"
"Image2621","0"
"Image2622","0"
"Image2623","0"
"Image2624","0"
"Image2625","1"
"Image2626","0"
"Image2627","0"
"Image2628","1"
"Image2629","0"
"Image2630","1"
"Image2631","0"
"Image2632","1"
"Image2633","0"
"Image2634","0"
"Image2635","0"
"Image2636","0"
"Image2637","0"
"Image2638","0"
"Image2639","0"
"Image2640","0"
"Image2641","0"
"Image2642","0"
"Image2643","0"
"Image2644","0"
"Image2645","0"
"Image2646","0"
"Image2647","1"
"Image2648","0"
"Image2649","0"
"Image2650","0"
"Image2651","0"
"Image2652","0"
"Image2653","0"
"Image2654","0"
"Image2655","0"
"Image2656","1"
"Image2657","0"
"Image2658","0"
"Image2659","0"
"Image2660","0"
"Image2661","1"
"Image2662","0"
"Image2663","0"
"Image2664","0"
"Image2665","0"
"Image2666","0"
"Image2667","0"
"Image2668","0"
"Image2669","0"
"Image2670","1"
"Image2671","0"
"Image2672","0"
"Image2673","0"
"Image2674","0"
"Image2675","0"
"Image2676","1"
"Image2677","0"
"Image2678","0"
"Image2679","0"
"Image2680","0"
"Image2681","0"
"Image2682","0"
"Image2683","0"
"Image2684","0"
"Image2685","1"
"Image2686","0"
"Image2687","0"
"Image2688","0"
"Image2689","1"
"Image2690","0"
"Image2691","0"
"Image2692","1"
"Image2693","0"
"Image2694","0"
"Image2695","1"
"Image2696","0"
"Image2697","0"
"Image2698","0"
"Image2699","0"
"Image2700","0"
"Image2701","1"
"Image2702","0"
"Image2703","0"
"Image2704","0"
"Image2705","1"
"Image2706","0"
"Image2707","0"
"Image2708","0"
"Image2709","0"
"Image2710","0"
"Image2711","0"
"Image2712","0"
"Image2713","0"
"Image2714","0"
"Image2715","0"
"Image2716","0"
"Image2717","0"
"Image2718","0"
"Image2719","0"
"Image2720","0"
"Image2721","0"
"Image2722","1"
"Image2723","0"
"Image2724","0"
"Image2725","0"
"Image2726","0"
"Image2727","1"
"Image2728","0"
"Image2729","0"
"Image2730","0"
"Image2731","0"
"Image2732","0"
"Image2733","0"
"Image2734","1"
"Image2735","0"
"Image2736","0"
"Image2737","1"
"Image2738","1"
"Image2739","0"
"Image2740","0"
"Image2741","1"
"Image2742","0"
"Image2743","1"
"Image2744","0"
"Image2745","1"
"Image2746","0"
"Image2747","0"
"Image2748","1"
"Image2749","0"
"Image2750","0"
"Image2751","0"
"Image2752","0"
"Image2753","0"
"Image2754","0"
"Image2755","0"
"Image2756","0"
"Image2757","0"
"Image2758","1"
"Image2759","0"
"Image2760","0"
"Image2761","1"
"Image2762","0"
"Image2763","0"
"Image2764","0"
"Image2765","0"
"Image2766","0"
"Image2767","0"
"Image2768","1"
"Image2769","0"
"Image2770","0"
"Image2771","0"
"Image2772","0"
"Image2773","0"
"Image2774","0"
"Image2775","0"
"Image2776","0"
"Image2777","1"
"Image2778","0"
"Image2779","0"
"Image2780","0"
"Image2781","0"
"Image2782","0"
"Image2783","0"
"Image2784","0"
"Image2785","1"
"Image2786","1"
"Image2787","0"
"Image2788","0"
"Image2789","0"
"Image2790","1"
"Image2791","0"
"Image2792","0"
"Image2793","0"
"Image2794","0"
"Image2795","1"
"Image2796","0"
"Image2797","0"
"Image2798","0"
"Image2799","0"
"Image2800","0"
"Image2801","1"
"Image2802","0"
"Image2803","1"
"Image2804","0"
"Image2805","0"
"Image2806","1"
"Image2807","0"
"Image2808","0"
"Image2809","0"
"Image2810","0"
"Image2811","0"
"Image2812","1"
"Image2813","0"
"Image2814","0"
"Image2815","0"
"Image2816","0"
"Image2817","0"
"Image2818","0"
"Image2819","1"
"Image2820","0"
"Image2821","0"
"Image2822","1"
"Image2823","0"
"Image2824","0"
"Image2825","1"
"Image2826","0"
"Image2827","0"
"Image2828","0"
"Image2829","0"
"Image2830","1"
"Image2831","0"
"Image2832","0"
"Image2833","0"
"Image2834","0"
"Image2835","0"
"Image2836","0"
"Image2837","1"
"Image2838","0"
"Image2839","0"
"Image2840","0"
"Image2841","0"
"Image2842","0"
"Image2843","0"
"Image2844","0"
"Image2845","0"
"Image2846","0"
"Image2847","0"
"Image2848","0"
"Image2849","0"
"Image2850","0"
"Image2851","1"
"Image2852","1"
"Image2853","0"
"Image2854","0"
"Image2855","0"
"Image2856","0"
"Image2857","0"
"Image2858","0"
"Image2859","0"
"Image2860","0"
"Image2861","0"
"Image2862","0"
"Image2863","0"
"Image2864","0"
"Image2865","0"
"Image2866","0"
"Image2867","0"
"Image2868","0"
"Image2869","0"
"Image2870","0"
"Image2871","1"
"Image2872","1"
"Image2873","0"
"Image2874","0"
"Image2875","0"
"Image2876","1"
"Image2877","1"
"Image2878","0"
"Image2879","0"
"Image2880","0"
"Image2881","1"
"Image2882","0"
"Image2883","0"
"Image2884","0"
"Image2885","0"
"Image2886","0"
"Image2887","0"
"Image2888","0"
"Image2889","1"
"Image2890","1"
"Image2891","0"
"Image2892","0"
"Image2893","1"
"Image2894","0"
"Image2895","0"
"Image2896","0"
"Image2897","0"
"Image2898","0"
"Image2899","0"
"Image2900","0"
"Image2901","0"
"Image2902","0"
"Image2903","0"
"Image2904","0"
"Image2905","0"
"Image2906","1"
"Image2907","0"
"Image2908","0"
"Image2909","0"
"Image2910","0"
"Image2911","0"
"Image2912","0"
"Image2913","0"
"Image2914","0"
"Image2915","0"
"Image2916","0"
"Image2917","0"
"Image2918","0"
"Image2919","1"
"Image2920","0"
"Image2921","1"
"Image2922","1"
"Image2923","0"
"Image2924","0"
"Image2925","1"
"Image2926","0"
"Image2927","0"
"Image2928","0"
"Image2929","0"
"Image2930","0"
"Image2931","0"
"Image2932","1"
"Image2933","0"
"Image2934","0"
"Image2935","0"
"Image2936","0"
"Image2937","0"
"Image2938","0"
"Image2939","0"
"Image2940","0"
"Image2941","0"
"Image2942","0"
"Image2943","1"
"Image2944","0"
"Image2945","0"
"Image2946","0"
"Image2947","0"
"Image2948","0"
"Image2949","0"
"Image2950","0"
"Image2951","0"
"Image2952","0"
"Image2953","0"
"Image2954","0"
"Image2955","1"
"Image2956","1"
"Image2957","0"
"Image2958","0"
"Image2959","1"
"Image2960","1"
"Image2961","1"
"Image2962","0"
"Image2963","0"
"Image2964","1"
"Image2965","1"
"Image2966","0"
"Image2967","0"
"Image2968","0"
"Image2969","0"
"Image2970","0"
"Image2971","0"
"Image2972","0"
"Image2973","0"
"Image2974","0"
"Image2975","0"
"Image2976","0"
"Image2977","0"
"Image2978","0"
"Image2979","0"
"Image2980","0"
"Image2981","1"
"Image2982","0"
"Image2983","0"
"Image2984","1"
"Image2985","0"
"Image2986","0"
"Image2987","0"
"Image2988","0"
"Image2989","0"
"Image2990","0"
"Image2991","0"
"Image2992","1"
"Image2993","0"
"Image2994","0"
"Image2995","0"
"Image2996","0"
"Image2997","0"
"Image2998","0"
"Image2999","1"
"Image3000","1"
"Image3001","1"
"Image3002","1"
"Image3003","1"
"Image3004","0"
"Image3005","0"
"Image3006","0"
"Image3007","1"
"Image3008","1"
"Image3009","0"
"Image3010","0"
"Image3011","0"
"Image3012","1"
"Image3013","0"
"Image3014","0"
"Image3015","0"
"Image3016","0"
"Image3017","0"
"Image3018","0"
"Image3019","0"
"Image3020","0"
"Image3021","0"
"Image3022","0"
"Image3023","1"
"Image3024","0"
"Image3025","0"
"Image3026","0"
"Image3027","0"
"Image3028","0"
"Image3029","1"
"Image3030","0"
"Image3031","0"
"Image3032","0"
"Image3033","0"
"Image3034","1"
"Image3035","0"
"Image3036","0"
"Image3037","0"
"Image3038","0"
"Image3039","1"
"Image3040","0"
"Image3041","0"
"Image3042","1"
"Image3043","0"
"Image3044","0"
"Image3045","0"
"Image3046","0"
"Image3047","1"
"Image3048","0"
"Image3049","1"
"Image3050","0"
"Image3051","0"
"Image3052","0"
"Image3053","0"
"Image3054","0"
"Image3055","0"
"Image3056","0"
"Image3057","0"
"Image3058","1"
"Image3059","0"
"Image3060","0"
"Image3061","0"
"Image3062","0"
"Image3063","0"
"Image3064","0"
"Image3065","0"
"Image3066","0"
"Image3067","0"
"Image3068","0"
"Image3069","0"
"Image3070","0"
"Image3071","0"
"Image3072","0"
"Image3073","0"
"Image3074","1"
"Image3075","0"
"Image3076","1"
"Image3077","0"
"Image3078","0"
"Image3079","0"
"Image3080","0"
"Image3081","0"
"Image3082","0"
"Image3083","0"
"Image3084","0"
"Image3085","0"
"Image3086","0"
"Image3087","0"
"Image3088","0"
"Image3089","0"
"Image3090","0"
"Image3091","0"
"Image3092","0"
"Image3093","0"
"Image3094","0"
"Image3095","0"
"Image3096","1"
"Image3097","0"
"Image3098","0"
"Image3099","0"
"Image3100","0"
"Image3101","0"
"Image3102","0"
"Image3103","1"
"Image3104","0"
"Image3105","0"
"Image3106","1"
"Image3107","0"
"Image3108","0"
"Image3109","0"
"Image3110","0"
"Image3111","0"
"Image3112","1"
"Image3113","0"
"Image3114","0"
"Image3115","0"
"Image3116","0"
"Image3117","0"
"Image3118","1"
"Image3119","0"
"Image3120","0"
"Image3121","1"
"Image3122","1"
"Image3123","1"
"Image3124","0"
"Image3125","1"
"Image3126","0"
"Image3127","1"
"Image3128","0"
"Image3129","0"
"Image3130","0"
"Image3131","0"
"Image3132","0"
"Image3133","1"
"Image3134","1"
"Image3135","0"
"Image3136","0"
"Image3137","1"
"Image3138","0"
"Image3139","0"
"Image3140","0"
"Image3141","0"
"Image3142","0"
"Image3143","0"
"Image3144","0"
"Image3145","0"
"Image3146","1"
"Image3147","0"
"Image3148","0"
"Image3149","0"
"Image3150","0"
"Image3151","0"
"Image3152","1"
"Image3153","0"
"Image3154","0"
"Image3155","1"
"Image3156","0"
"Image3157","0"
"Image3158","0"
"Image3159","0"
"Image3160","0"
"Image3161","1"
"Image3162","1"
"Image3163","0"
"Image3164","1"
"Image3165","0"
"Image3166","0"
"Image3167","0"
"Image3168","0"
"Image3169","1"
"Image3170","0"
"Image3171","0"
"Image3172","0"
"Image3173","0"
"Image3174","0"
"Image3175","0"
"Image3176","0"
"Image3177","0"
"Image3178","0"
"Image3179","1"
"Image3180","0"
"Image3181","1"
"Image3182","1"
"Image3183","1"
"Image3184","1"
"Image3185","0"
"Image3186","0"
"Image3187","0"
"Image3188","0"
"Image3189","0"
"Image3190","1"
"Image3191","0"
"Image3192","0"
"Image3193","0"
"Image3194","0"
"Image3195","0"
"Image3196","0"
"Image3197","0"
"Image3198","0"
"Image3199","0"
"Image3200","0"
"Image3201","0"
"Image3202","0"
"Image3203","0"
"Image3204","0"
"Image3205","0"
"Image3206","0"
"Image3207","0"
"Image3208","1"
"Image3209","0"
"Image3210","0"
"Image3211","1"
"Image3212","0"
"Image3213","0"
"Image3214","1"
"Image3215","0"
"Image3216","1"
