"Imagename","att1","att2","att3","att4","att5","att6","att7","att8","att9","att10","att11","att12","att13","att14","att15","att16","att17","att18","att19","att20","att21","att22","att23","att24","att25","att26","att27","att28","att29","att30","att31","att32","att33","att34","att35","att36","att37","att38","att39","att40","att41","att42","att43","att44","att45","att46","att47","att48","att49","att50","att51","att52","att53","att54","att55","att56","att57","att58","att59","att60","att61","att62","att63","att64","att65","att66","att67","att68","att69","att70","att71","att72","att73","att74","att75","att76","att77","att78","att79","att80","att81","att82","att83","att84","att85","att86","att87","att88","att89","att90","att91","att92","att93","att94","att95","att96","att97","att98","att99","att100"
"Image2032","0","0","0","0","1","1","0","0","1","1","1","1","1","1","1","0","1","1","1","1","0","0","0","1","0","1","0","0","0","0","1","0","1","0","1","0","1","1","1","1","0","0","1","0","0","1","0","1","0","0","0","1","0","0","0","1","0","1","0","0","1","0","0","0","1","0","0","1","1","1","0","0","1","0","0","0","0","0","0","1","0","1","0","1","0","0","1","0","0","0","0","0","0","0","0","1","0","0","1","0"
"Image2033","1","0","0","1","1","1","1","1","0","1","1","1","1","0","0","1","0","1","0","1","1","1","1","1","0","1","0","1","0","1","1","0","0","1","0","1","1","0","0","1","0","1","1","0","0","1","1","0","1","1","0","1","0","1","1","1","0","0","0","0","1","0","1","0","1","0","1","1","1","1","0","1","1","1","0","0","1","1","0","0","1","1","1","1","0","0","0","0","1","0","0","0","0","1","0","1","0","1","0","0"
"Image2034","0","0","0","0","1","1","1","1","1","1","0","0","0","0","1","0","1","0","1","0","1","0","1","1","1","0","1","0","1","0","0","0","0","0","1","0","1","1","0","0","1","0","0","0","1","1","1","1","1","1","1","1","0","0","1","0","0","1","0","1","0","0","0","1","0","1","1","0","1","0","0","1","0","1","1","0","1","0","0","1","1","1","0","1","1","0","0","0","0","0","1","0","1","0","1","1","0","1","0","1"
"Image2035","0","0","0","1","0","0","1","0","1","1","1","0","1","1","1","0","0","1","1","0","1","0","0","0","1","0","1","0","0","0","0","1","0","1","1","0","1","0","1","0","1","1","0","1","0","1","1","1","1","1","0","0","0","0","0","1","0","0","1","1","1","0","1","0","1","0","0","1","0","0","0","1","0","0","1","0","1","0","0","0","0","1","1","1","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0"
"Image2036","1","0","0","1","0","1","1","1","1","0","1","0","0","1","0","0","1","1","1","0","0","1","0","1","1","1","1","1","1","0","1","0","1","0","0","0","1","1","1","0","0","1","1","1","1","1","0","0","1","1","1","1","1","1","1","1","0","1","1","0","1","1","1","1","0","1","1","1","1","0","0","1","0","1","0","0","0","1","1","1","0","1","1","1","0","1","0","1","1","0","0","1","1","1","1","1","1","0","1","1"
"Image2037","1","0","0","0","0","1","1","1","0","0","1","0","0","1","1","1","0","1","1","0","1","0","1","0","0","1","0","1","0","0","0","1","1","0","1","1","0","0","1","0","0","1","1","1","0","0","0","0","0","1","1","1","0","0","0","1","0","0","0","0","1","0","1","0","1","0","0","1","1","0","0","0","1","0","1","0","0","1","0","0","0","0","0","0","0","1","0","0","0","1","1","0","0","0","0","0","1","1","0","1"
"Image2038","0","1","1","1","0","1","1","0","0","0","1","0","1","1","0","1","0","0","0","0","0","0","0","0","0","1","0","0","1","1","0","0","0","0","0","0","1","0","0","0","0","1","1","1","0","1","0","0","0","1","1","1","0","0","1","0","1","0","1","0","0","0","1","0","0","1","1","0","1","0","0","1","0","0","1","1","1","1","0","0","1","1","0","0","0","1","1","0","1","1","1","1","0","0","0","1","1","0","0","1"
"Image2039","1","0","0","1","0","1","0","1","0","1","1","0","0","1","0","1","1","1","0","1","1","1","1","1","1","0","1","0","0","1","1","0","1","0","1","1","1","0","0","1","1","1","0","0","0","1","0","0","0","1","1","0","0","1","1","0","0","1","1","0","1","1","1","1","1","1","0","1","1","1","0","0","0","1","0","1","1","0","0","1","0","0","1","0","1","1","0","0","1","0","1","1","0","1","0","1","1","1","0","1"
"Image2040","0","0","1","0","1","0","1","1","0","0","1","0","0","1","1","0","0","1","0","1","1","0","1","1","1","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","1","1","0","0","0","0","0","1","0","0","1","0","1","1","0","0","0","0","0","1","0","0","0","1","0","1","0","0","1","0","0","1","1","0","1","0","0","0","1","1","0","0","1","0","1","0","1","0","1","1","1","0","1","0","1","1","1"
"Image2041","1","1","1","0","1","0","1","0","0","0","1","0","1","1","1","1","1","1","1","1","0","0","1","0","1","0","1","1","1","1","1","1","0","0","0","0","0","1","0","0","1","1","0","0","0","0","1","1","0","0","0","1","1","1","0","1","0","0","0","1","0","1","1","0","0","1","1","1","0","1","0","0","0","0","0","0","1","1","0","1","0","1","0","0","0","1","1","0","0","1","1","0","0","1","0","0","0","0","1","1"
"Image2042","1","0","1","1","0","0","1","0","1","0","1","1","1","1","1","1","1","0","0","0","0","0","1","1","1","1","1","0","1","0","1","1","0","0","1","0","1","1","1","1","1","1","0","0","0","1","1","0","0","1","0","1","1","0","0","1","0","0","0","1","1","0","0","1","0","1","1","1","0","0","0","0","0","1","1","1","0","1","1","1","0","0","1","0","0","1","0","1","0","0","0","0","0","1","0","0","0","1","0","1"
"Image2043","0","0","0","0","0","0","0","0","0","1","1","1","0","0","1","1","1","1","1","1","1","1","1","1","1","0","1","0","0","1","1","1","1","1","0","1","0","0","1","1","1","0","1","0","1","1","1","1","1","0","0","1","1","1","1","0","0","1","1","0","1","1","0","0","0","1","0","1","0","1","1","1","1","0","1","0","0","1","0","0","1","0","0","1","0","0","1","1","0","0","1","1","1","0","1","1","0","1","0","1"
"Image2044","0","0","1","1","1","0","0","0","0","1","1","0","0","1","1","1","1","1","0","1","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","1","0","1","1","1","0","0","1","0","1","1","1","1","0","1","0","0","1","1","1","0","0","1","1","0","1","0","0","0","1","0","1","0","1","0","1","0","0","0","0","1","0","0","1","0","0","0","0","1","0","0","0","0","1","0","0","1","1","0","1","1","0","0","1","1"
"Image2045","0","1","0","0","0","0","0","0","1","1","1","0","0","1","1","0","1","0","0","0","1","1","0","1","0","0","0","0","0","1","0","0","1","0","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","0","0","1","1","1","1","0","0","1","1","0","0","0","1","0","0","0","1","1","1","1","1","1","0","0","1","0","1","1","1","1","1","1","1","1","0","0","1","0","0","1","1","0","1","0","1","1","0","0","1","1"
"Image2046","0","1","0","0","0","0","1","0","0","1","1","0","0","1","1","0","1","0","0","0","0","0","1","0","1","0","1","1","0","0","0","0","0","0","1","1","1","1","0","0","0","0","1","1","1","0","1","1","1","0","0","1","0","0","0","1","0","1","0","0","0","0","0","0","1","0","0","1","1","1","0","1","1","0","1","0","0","1","1","1","0","1","1","0","0","0","1","0","0","0","1","1","0","0","0","0","1","0","1","0"
"Image2047","1","0","1","0","1","0","1","0","1","1","0","1","1","0","1","0","0","1","0","0","1","1","1","0","1","1","1","0","0","0","0","1","1","0","1","1","0","0","0","1","1","1","1","0","0","1","1","1","1","1","0","1","0","0","0","0","0","0","1","1","0","0","1","0","1","1","0","1","1","1","1","1","0","1","0","0","0","1","1","1","0","0","0","1","0","1","0","1","1","1","0","0","1","0","0","0","0","1","0","0"
"Image2048","1","0","0","1","1","1","1","0","0","1","1","0","1","0","1","1","0","0","0","1","0","0","1","1","1","0","1","1","0","1","0","0","0","1","1","1","0","0","1","0","1","0","1","0","1","1","0","1","1","1","1","1","1","0","1","0","1","1","0","1","1","0","1","0","0","0","1","1","0","0","0","0","0","1","0","1","0","1","0","0","1","1","0","0","0","1","1","0","1","1","1","0","0","0","0","1","0","0","1","0"
"Image2049","1","1","0","0","1","0","0","0","0","1","1","0","0","0","1","1","0","0","0","1","1","0","0","1","1","1","1","1","1","0","0","1","0","0","0","1","1","0","0","1","0","0","1","0","1","0","1","1","0","1","1","1","0","0","0","1","1","1","0","0","1","0","0","0","0","0","0","0","0","1","1","1","1","0","1","0","1","1","0","0","1","0","1","1","0","0","1","0","0","0","0","1","1","0","0","1","0","1","1","1"
"Image2050","1","0","1","1","0","0","1","1","1","0","1","0","1","1","0","1","1","1","1","1","1","0","0","0","0","1","1","1","0","0","0","0","1","0","0","1","1","0","1","1","1","1","0","1","0","1","0","0","1","0","1","1","0","0","1","0","0","1","0","0","1","0","1","0","0","1","0","1","0","0","1","1","1","0","1","0","1","1","1","1","1","1","0","1","0","1","0","1","1","1","1","1","1","1","1","0","0","0","1","0"
"Image2051","1","1","1","1","0","1","1","0","0","1","1","0","1","1","1","0","0","0","1","0","1","1","1","1","1","1","1","1","1","0","1","0","1","0","1","1","1","1","0","1","1","0","0","1","0","0","1","1","0","1","0","1","0","1","0","0","1","1","0","0","1","0","1","1","1","0","1","1","0","0","1","0","1","0","0","0","1","1","0","0","0","0","1","0","0","0","0","0","1","0","0","0","1","0","1","0","1","1","1","0"
"Image2052","0","1","0","0","0","1","1","0","0","0","1","0","1","0","1","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","1","0","1","1","1","1","0","0","1","0","1","1","0","0","0","1","1","1","0","1","1","1","0","1","0","0","1","0","1","1","0","0","0","0","1","0","0","1","0","1","0","0","0","1","0","0","0","0","1","1","0","1","0","0","1","1","1","0","0","0","0","1","0"
"Image2053","1","1","1","1","0","1","1","1","1","0","1","0","1","1","0","1","1","0","0","0","1","1","0","1","0","1","0","1","0","1","1","0","0","0","0","0","1","0","0","1","0","0","1","1","0","1","1","1","0","0","1","1","0","0","1","1","1","0","0","0","0","0","0","0","1","0","0","1","0","1","0","1","0","1","1","0","1","1","0","0","0","1","1","1","0","0","0","0","0","1","1","1","1","0","0","0","0","1","1","1"
"Image2054","1","0","0","1","1","0","0","1","0","1","1","1","0","1","0","0","0","1","0","1","1","1","1","1","0","1","0","1","1","1","1","0","1","1","0","0","0","1","0","1","1","0","0","1","1","0","0","0","0","1","0","0","0","1","0","0","0","1","0","0","1","0","1","1","0","1","1","1","1","1","1","1","0","0","0","0","0","1","0","0","0","1","0","1","0","0","0","0","1","1","0","1","1","0","0","0","1","0","0","0"
"Image2055","1","0","0","1","0","1","0","0","1","1","1","1","1","1","1","0","0","0","0","1","0","1","1","1","0","1","1","1","1","1","0","0","1","0","1","1","1","0","1","1","0","1","1","1","0","0","0","1","0","0","0","1","1","1","1","0","0","0","1","0","1","1","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","1","1","1","1","0","1","0","0","1","0","0","1","0","1","0","1","1","0","1","1","1","1","0"
"Image2056","0","1","1","0","0","0","0","0","1","1","0","0","0","0","1","0","0","0","1","1","0","0","1","1","0","0","1","1","0","0","0","1","0","0","0","1","0","1","1","1","1","1","1","0","0","1","0","0","0","1","0","0","0","0","0","0","0","1","1","0","0","0","1","1","0","0","1","1","1","0","0","1","1","1","0","0","1","0","0","1","1","0","0","0","1","1","0","0","1","0","0","1","1","0","0","1","0","1","1","0"
"Image2057","1","1","1","0","1","0","1","1","0","1","1","0","0","1","1","0","0","0","0","1","1","1","1","1","1","0","0","1","0","0","0","0","0","1","1","0","1","1","0","1","1","0","0","0","1","0","1","0","1","1","0","0","0","0","1","1","1","1","1","0","1","1","0","0","0","1","1","0","0","1","0","0","1","1","1","1","0","0","0","0","0","1","1","0","0","0","1","0","0","0","0","1","0","1","1","1","0","0","1","0"
"Image2058","1","0","0","0","1","0","0","1","1","1","0","1","0","1","1","0","1","1","0","0","0","0","1","0","1","0","1","1","1","1","1","0","0","0","1","0","1","0","0","0","1","1","1","1","1","1","0","1","1","1","0","1","1","0","0","0","1","0","1","1","1","0","1","1","0","1","1","1","0","0","0","0","0","1","1","1","1","0","1","1","1","1","0","1","0","0","0","1","0","0","0","1","0","0","0","0","1","0","0","1"
"Image2059","0","0","1","1","1","0","1","0","1","0","1","0","1","0","1","0","0","0","1","1","1","1","0","0","1","0","1","1","0","0","0","1","1","0","1","0","0","0","0","0","0","1","0","0","0","0","1","0","0","1","1","1","1","0","1","1","0","0","1","0","0","1","0","1","1","0","1","1","1","0","0","0","0","0","1","0","1","1","0","0","1","0","1","0","0","1","0","0","0","0","1","0","1","0","0","0","0","1","1","1"
"Image2060","0","0","0","0","0","0","0","1","0","1","0","0","1","1","1","1","0","0","1","0","0","1","0","1","1","1","1","1","0","0","1","1","0","0","0","0","1","0","0","0","1","1","1","1","0","0","0","1","1","1","1","1","0","1","1","0","1","0","1","0","0","0","1","1","1","1","1","1","1","1","1","1","0","0","0","0","0","1","1","1","1","1","0","0","1","0","0","0","0","1","0","0","1","0","1","1","0","1","0","0"
"Image2061","0","0","1","1","1","1","0","0","0","0","1","0","1","1","0","1","1","0","0","0","1","0","1","0","1","1","0","1","0","0","1","1","0","0","0","1","0","0","1","1","1","0","1","0","0","1","1","0","0","1","0","0","1","1","0","0","0","1","0","0","0","1","1","0","1","1","1","0","1","0","0","1","1","0","1","0","0","1","0","1","0","1","0","0","1","0","0","0","1","1","0","1","0","1","0","1","0","1","0","1"
"Image2062","0","0","1","1","0","0","1","1","1","1","1","0","1","1","1","0","1","0","0","1","1","1","1","1","1","1","1","0","1","0","1","1","0","0","1","0","0","1","1","0","0","1","0","0","1","0","1","0","1","1","1","1","0","1","0","0","0","0","1","1","1","1","1","0","0","1","1","1","1","0","0","1","0","0","0","1","0","0","0","1","1","1","0","0","0","1","1","0","1","0","0","0","0","1","0","0","0","0","0","1"
"Image2063","1","1","1","0","0","1","0","0","0","1","1","0","1","0","1","0","0","0","1","0","1","1","0","1","1","0","1","0","0","0","1","1","1","0","1","0","0","0","0","1","1","0","1","0","1","1","0","1","0","0","0","0","1","0","1","0","1","1","0","0","0","1","0","1","1","1","1","0","1","0","1","1","1","1","0","0","1","1","0","1","1","0","1","0","0","1","0","1","1","0","1","1","1","0","0","1","0","0","0","1"
"Image2064","0","1","1","1","1","0","1","0","1","0","1","0","0","1","1","1","1","0","1","1","0","1","0","0","0","1","0","0","0","1","1","0","1","0","0","1","1","1","0","1","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","1","1","1","0","0","1","0","1","0","1","1","1","0","0","0","1","0","0","1","0","0","1","1","1","1","1","0","1","1","0","0","0","0","0","1","0","1","1","0","1","0","0","0","1","0"
"Image2065","1","0","0","1","1","0","0","1","0","1","1","0","0","0","1","1","0","0","0","1","0","1","1","1","1","1","0","0","0","0","1","0","1","1","1","0","1","1","0","0","1","0","0","0","0","0","0","0","0","1","0","0","1","0","1","0","0","1","0","0","0","1","0","0","0","1","0","1","1","1","0","1","0","1","0","0","1","1","1","0","1","0","0","0","0","0","1","0","1","0","1","1","0","1","1","1","0","1","0","0"
"Image2066","1","1","1","1","1","1","1","1","0","1","0","0","0","1","1","1","1","0","0","0","0","0","1","1","0","0","1","0","1","0","1","0","0","0","1","1","1","1","0","1","0","1","1","1","1","0","0","0","1","1","1","1","0","1","1","0","1","1","0","0","1","0","0","0","1","1","1","1","0","1","0","0","0","0","1","1","1","1","1","0","1","1","0","0","0","0","1","0","0","1","1","1","1","0","0","1","1","0","1","1"
"Image2067","1","1","0","1","1","1","0","0","1","0","1","0","1","0","1","0","1","1","1","0","1","0","1","0","0","0","0","0","0","1","1","0","1","1","1","1","0","1","0","1","1","0","0","0","1","1","0","1","1","1","1","1","1","1","1","0","0","0","0","0","0","1","1","1","1","1","0","0","1","1","0","1","0","1","1","0","1","0","1","0","1","1","1","1","0","0","1","0","0","0","1","0","1","0","0","0","0","0","1","1"
"Image2068","0","0","0","1","0","0","0","0","0","0","1","0","1","0","1","1","1","0","1","1","1","1","0","1","1","1","1","1","0","0","0","1","1","0","0","0","1","0","0","1","1","1","1","0","0","0","1","1","0","1","0","1","1","1","0","1","0","0","0","0","0","0","0","1","0","1","1","1","0","0","0","1","1","1","1","0","1","1","0","1","0","0","1","1","1","1","1","0","0","0","0","1","0","1","1","0","0","0","1","0"
"Image2069","1","0","0","0","0","0","1","1","0","1","1","0","1","1","1","0","0","1","0","0","0","1","1","0","1","0","1","0","0","1","1","0","1","1","1","1","0","0","0","1","1","0","1","1","1","1","1","0","0","0","1","1","1","0","1","0","0","0","0","1","0","1","0","1","0","1","1","1","0","0","0","1","0","1","1","1","0","0","0","0","1","0","0","1","0","0","0","1","1","0","1","1","1","1","0","0","0","1","0","0"
"Image2070","1","1","0","1","0","1","0","0","0","0","1","0","0","1","1","1","0","0","1","1","0","1","0","0","0","0","0","1","0","0","0","0","1","0","0","1","0","0","1","1","0","0","0","1","1","0","1","1","0","1","1","1","1","0","1","1","0","1","1","0","0","0","1","1","1","0","1","0","0","1","0","1","1","0","1","0","1","0","1","1","0","0","0","0","0","0","1","0","1","0","0","1","0","0","1","0","0","1","1","1"
"Image2071","0","0","0","0","1","1","0","0","0","1","1","1","1","1","1","1","0","1","0","0","1","1","1","0","1","1","1","1","0","1","1","0","0","0","0","1","1","0","1","0","1","0","1","1","0","1","1","0","1","1","0","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","0","1","1","1","0","0","1","0","0","1","1","1","0","0","1","0","1","1","0","1","1","0","1","1","1","1","1","1","0","0","1","0"
"Image2072","0","1","1","0","0","1","0","1","1","1","1","1","1","1","1","1","1","1","1","0","0","1","0","0","1","0","0","0","1","0","0","1","0","0","0","1","1","1","0","0","0","1","0","1","1","1","1","1","1","1","0","1","0","0","0","0","1","0","0","0","1","0","0","1","1","1","1","1","1","1","0","0","0","1","0","0","0","1","0","1","1","1","0","0","1","0","1","0","0","1","1","1","0","1","0","0","0","1","0","0"
"Image2073","0","0","1","1","0","1","1","1","0","1","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","0","0","1","0","1","0","1","1","1","0","1","1","0","1","0","0","1","0","1","0","1","1","1","1","1","1","0","1","1","0","0","1","1","0","0","0","1","0","1","0","0","0","0","0","1","1","1","0","0","0","1","1","1","1","1","0","1","0","0","1","0","0","0","1","1","1","0","0","0","1","0","0"
"Image2074","1","0","1","1","0","0","0","1","0","0","1","1","1","1","1","1","0","1","1","1","0","1","0","1","0","0","1","0","0","0","1","1","0","0","0","0","0","1","1","0","0","0","0","1","0","0","1","1","0","1","0","1","0","0","1","0","0","0","1","0","1","0","1","1","1","0","1","0","0","1","0","1","1","1","1","0","0","1","1","1","0","1","0","0","1","1","1","1","1","0","0","1","0","0","0","1","0","1","1","0"
"Image2075","0","0","1","1","0","0","1","1","1","1","1","1","1","1","0","0","1","0","1","0","1","0","1","1","0","0","0","1","0","1","1","0","0","0","0","1","1","1","1","1","0","0","0","0","1","0","0","1","1","1","0","0","1","0","0","1","1","1","1","0","0","1","1","1","1","1","1","0","1","1","0","1","1","0","1","0","1","0","1","0","1","1","1","0","0","1","0","0","0","0","1","0","0","1","0","0","1","0","1","1"
"Image2076","1","0","1","1","0","1","1","1","0","0","1","0","0","0","1","0","0","0","1","1","0","1","1","1","1","0","1","1","0","1","0","0","1","0","1","0","0","0","0","0","1","0","1","0","1","1","0","1","0","0","1","0","0","0","1","0","1","1","0","1","0","0","1","0","1","0","1","0","1","1","0","1","1","0","1","0","0","0","1","1","1","0","1","0","1","0","1","1","1","0","1","1","1","1","0","0","0","0","0","0"
"Image2077","1","1","0","0","1","0","1","0","1","0","1","0","0","1","1","0","0","1","1","1","0","1","1","1","0","0","0","0","1","0","0","1","0","0","1","1","0","0","1","0","1","1","1","1","1","1","0","0","1","0","0","1","1","0","1","0","1","1","0","0","0","0","1","1","0","0","1","0","0","0","0","1","0","1","1","1","0","1","1","0","1","0","1","1","0","1","1","0","0","0","0","0","1","1","1","1","0","0","0","1"
"Image2078","0","1","1","0","0","1","1","0","0","1","0","0","1","0","0","1","1","0","0","0","1","0","1","1","0","0","1","1","1","1","1","0","1","0","0","1","1","0","0","1","1","1","1","0","0","0","0","0","0","1","1","1","0","0","0","0","1","1","1","1","0","1","1","0","0","0","0","0","1","0","1","0","0","0","1","0","1","0","1","0","1","0","0","1","1","1","1","0","0","1","1","1","1","0","0","1","0","1","0","0"
"Image2079","1","0","1","0","1","0","1","1","1","0","1","0","1","0","1","0","0","1","1","0","0","0","0","1","1","1","0","1","1","1","0","0","0","1","1","1","1","1","0","0","1","0","0","1","0","1","0","1","1","0","0","0","0","0","1","0","1","0","1","0","0","0","0","1","0","0","1","0","0","1","0","0","0","0","1","1","0","0","1","1","1","1","1","1","0","1","0","1","1","0","1","0","0","0","0","1","1","0","0","0"
"Image2080","1","1","0","1","1","1","1","1","0","1","1","1","0","1","1","0","1","1","0","1","0","1","0","0","1","1","0","1","1","0","1","0","1","1","1","1","0","1","0","1","1","0","1","1","1","0","0","0","0","1","0","1","1","0","1","0","1","1","0","0","0","0","0","0","1","1","1","0","0","0","0","0","1","0","1","0","1","1","1","0","1","1","0","1","0","0","1","0","0","1","0","0","1","0","1","0","1","0","0","1"
"Image2081","0","1","1","1","0","0","0","1","1","0","1","1","1","1","0","1","1","1","1","1","1","0","1","0","0","0","1","0","1","1","0","1","1","0","1","0","0","0","0","1","1","0","0","0","0","1","1","1","1","0","0","0","0","1","0","0","1","0","0","0","1","0","1","1","1","0","1","0","0","0","0","1","1","0","0","0","1","1","0","1","0","1","1","0","0","0","1","1","1","1","0","1","0","1","0","0","0","1","1","0"
"Image2082","1","0","0","1","1","0","1","1","1","0","0","1","0","1","1","1","1","0","0","1","0","0","0","0","0","0","1","0","1","0","0","0","1","1","0","0","1","1","1","1","0","0","0","0","0","1","0","0","0","1","1","1","1","0","0","1","1","0","1","0","1","0","1","1","0","1","1","0","0","0","0","1","1","1","0","1","0","0","0","0","1","1","1","0","1","1","0","0","1","1","0","0","1","0","0","0","0","0","1","0"
"Image2083","0","1","1","0","0","1","0","0","1","1","1","0","0","1","0","0","0","0","0","1","0","0","0","0","1","0","0","1","1","1","0","0","0","0","0","1","1","1","1","1","1","1","1","1","1","1","0","1","0","0","0","1","1","1","0","0","0","0","1","0","1","1","1","0","0","1","1","1","0","1","0","0","0","1","0","0","0","1","1","1","1","1","1","1","0","0","0","0","0","0","1","1","0","1","0","0","0","0","0","0"
"Image2084","0","1","1","1","0","1","1","0","0","0","1","1","0","1","1","0","1","0","1","1","0","1","1","1","1","1","0","1","1","1","1","1","1","0","1","1","1","0","1","0","1","0","0","1","1","1","0","1","0","1","0","0","0","1","0","0","0","1","1","1","1","1","0","0","1","1","1","1","0","0","0","1","1","0","1","1","1","1","0","0","1","0","0","1","0","1","0","0","1","0","0","1","0","0","0","1","1","0","0","0"
"Image2085","1","0","1","0","1","0","1","1","1","1","1","0","1","1","1","1","1","1","0","1","0","0","0","1","0","1","1","1","0","0","1","1","0","0","0","0","0","1","0","0","1","1","0","1","0","1","0","0","0","0","0","0","0","0","0","0","1","1","1","0","1","1","0","0","1","0","1","1","0","0","1","1","0","1","0","0","0","0","1","1","1","1","1","0","0","0","1","1","0","0","1","1","1","0","1","0","1","0","0","0"
"Image2086","1","1","0","1","0","1","0","0","1","1","1","0","0","1","1","1","1","0","1","0","1","1","0","0","1","0","1","0","1","1","0","1","0","0","1","1","1","0","1","1","0","0","1","0","1","0","0","0","0","0","0","1","1","1","0","1","0","0","0","0","0","0","1","0","1","1","1","0","1","0","0","0","1","0","0","1","0","1","1","1","1","0","1","1","1","1","1","1","0","1","0","0","1","0","0","0","0","1","1","1"
"Image2087","0","0","0","0","1","1","1","1","0","0","1","0","1","1","0","1","0","0","1","0","1","0","0","1","1","0","1","0","1","1","1","0","1","0","0","1","0","1","0","0","0","0","1","1","1","1","0","0","0","1","0","1","0","1","0","0","0","1","0","1","0","1","0","1","1","0","0","1","0","1","0","0","0","1","1","0","1","1","1","0","1","1","1","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","1","0"
"Image2088","1","0","0","0","0","1","0","0","0","0","0","0","0","1","1","1","0","1","0","1","1","1","1","0","0","0","0","1","0","0","0","1","0","0","0","1","1","0","0","0","0","1","0","1","0","0","1","1","0","1","1","1","0","0","1","0","1","1","1","0","1","0","1","1","0","0","1","0","1","1","0","0","1","1","0","1","0","1","1","0","0","0","1","0","0","0","1","0","0","1","0","1","0","0","0","0","0","0","1","1"
"Image2089","1","1","0","0","1","0","1","0","1","1","1","0","0","1","1","0","0","0","0","0","0","1","1","0","1","0","1","1","1","1","0","0","1","0","0","0","0","0","1","1","0","0","0","1","0","1","0","1","1","1","1","1","1","1","1","0","0","0","1","0","0","1","0","1","0","0","0","1","1","0","0","0","1","0","0","0","0","1","1","1","1","0","0","1","0","0","0","0","1","0","1","0","0","1","0","1","0","1","0","1"
"Image2090","0","0","0","0","0","0","1","0","0","1","1","0","0","0","0","0","0","1","0","0","0","0","1","1","1","1","0","1","0","1","0","1","0","0","0","0","0","0","0","0","0","1","0","0","1","1","0","1","1","1","0","1","0","1","1","0","0","0","1","0","1","1","0","1","0","1","0","1","0","0","0","1","1","0","0","0","0","1","0","0","1","1","0","0","0","1","0","0","1","1","0","1","0","1","1","1","0","0","1","0"
"Image2091","1","1","0","1","0","1","0","0","0","1","1","0","0","1","1","1","1","1","1","0","0","1","1","0","0","1","1","1","1","0","0","1","0","0","0","1","1","1","1","0","1","0","1","0","0","1","1","1","1","0","0","1","1","0","0","1","1","0","0","0","0","0","1","0","0","0","1","1","1","0","0","1","1","1","0","1","1","0","0","1","1","1","0","0","1","1","1","0","1","0","0","0","1","0","1","0","0","1","0","0"
"Image2092","0","1","1","0","1","1","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","0","1","1","1","0","0","0","1","0","1","0","0","0","0","1","1","0","1","1","1","0","1","0","0","0","1","0","0","1","1","1","0","1","1","0","1","0","0","0","0","1","1","0","1","0","1","1","1","0","1","1","1","1","0","1","1","1","0","1","0","1","1","1","0","1","0","0","1","1","1","1","0","1","0","1","1","1"
"Image2093","1","0","1","0","1","0","1","0","0","1","1","0","1","1","1","0","1","0","0","0","1","0","1","1","1","0","1","1","0","1","1","1","0","0","0","0","1","1","1","0","1","1","0","1","0","1","0","1","1","0","1","0","0","1","1","0","0","0","1","1","0","1","0","1","1","1","0","1","1","0","0","1","1","0","0","0","0","1","0","1","0","1","0","0","0","0","0","0","1","0","1","1","0","1","0","1","1","1","0","0"
"Image2094","1","1","1","0","0","1","1","0","0","1","1","0","0","0","1","0","0","1","1","0","0","1","1","0","0","0","1","1","1","0","1","1","1","0","0","1","1","1","0","1","1","0","1","0","1","0","1","0","1","1","1","0","0","1","0","0","0","0","1","0","1","0","0","1","1","0","0","0","1","0","1","1","0","1","0","0","1","1","1","1","1","0","1","0","1","0","1","0","1","1","1","1","1","0","1","0","0","0","0","0"
"Image2095","0","0","0","1","0","0","0","0","1","1","1","0","1","0","1","0","1","1","0","0","0","0","1","1","1","0","1","0","0","1","1","1","0","1","1","0","1","1","0","0","0","1","1","1","1","0","0","0","1","1","1","1","1","1","1","0","0","0","1","0","0","1","0","1","1","1","1","1","0","0","1","1","0","0","1","1","0","0","1","0","1","0","1","1","1","1","1","1","0","1","0","0","1","1","1","1","1","1","1","0"
"Image2096","1","0","1","0","0","0","0","1","0","0","1","1","1","1","1","1","1","0","1","1","1","1","0","0","1","1","1","1","1","1","1","1","0","0","0","0","0","0","1","1","1","1","1","1","1","1","0","0","0","1","0","1","0","1","0","0","1","1","1","1","1","0","1","0","1","0","1","0","1","1","0","1","0","0","1","0","0","0","0","1","0","1","0","0","1","1","1","0","0","0","0","0","0","1","1","0","0","0","0","1"
"Image2097","0","0","1","1","0","0","0","1","0","0","1","0","0","0","1","1","1","0","1","0","1","1","1","0","0","1","1","0","1","1","1","0","1","1","0","0","0","0","1","1","1","0","0","0","0","0","1","1","1","0","1","1","1","1","0","1","0","1","0","0","0","1","1","1","1","1","1","0","0","1","0","1","0","0","1","1","1","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1"
